Tweet,Label
#LACALLE VIDEO OFICIAL RP FROM @user @ Kansas City International Airport,4
"The sleigh ride.... Merry Christmas, y'all! #hohoho #christmastimeishere #charmcity @ The…",17
Momma and me @ Naples Sailing and Yacht Club,1
Aquafaba Meringues!! My world is changed #oceansideny #jessyspastries #meringuecookies #newyork…,1
Caffeinated equestrian has a new vegan recipie coming to the blog for you tomorrow I'm…,0
"My Pastor @user ""put me out there"" yesterday...LOL! I love him and his heart to pour…",2
#DapperDay2016 @ Disney's Magic Kingdom,7
That #fridayfeeling . ....@keepingwillow #friday #cool #sunglasses #kids #outdoorplay #yay…,6
My kinda guys #LoveYou #HappyBirthday Migue! @ Miami Design District / Palm Court,1
My #babygirl. All grown up! #WHS '17 (Theres a coloring book in her backpack ) #backtoschool @user,2
"Big smiles, bigger thighs. @ Comal River",2
But these streets #nyclights they are the same that inspire my…,1
Date night with my bae @ Emagine Theatres,1
We LA @ Dodger Stadium,8
#eatatthemill #valentinesday #specials #yoga #brunch millrestaurant @ The Mill,0
#fantasticbeasts really great movie!! krysfiggs @ AMC 34Th Street 14,18
If you lookin for a bad bitch let me call a few @user @ UMass Dartmouth,9
Young Rory in the cut. : @user @ Bushwick Country Club,10
hahaha Baby Weigh &amp; he got teabagged hahaha #ziplinning #slotzilla #fremontstreet #702…,2
She's absolutely perfect. #EllaBlueDupuy #welcometotheworld #imanaunt #ahhhhhh @ St. Rose…,0
PARTY TIME TONIGHT!!!!!!! BIG END OF THE MONTH PARTY!!!!!@realjerktoronto IT'S THE ONLY PARTY…,7
#Yup had to stop through #GoodCakesAndBakes after #Morning #meeting #NomNom #SweetFix…,1
"At my holiday luncheon! Yes, our company has a choir! @ Riverhouse on the Deschutes",17
S/O to this girl thanks for being the best roomie a girl could…,0
A Midsummer Night's Dream @ Showplace Performance Centre,7
Stuck inside editing but dreaming of running laps on this all-time favorite. Countdown to our first…,1
Me and Norton will be your honorary prom date anyday @ The Pagoda,8
New toy arrived today #whydoihavetoeditallweek #iwanttoplay @ Popfizz • Brand Storytelling,16
Happy gothic new year ! Fuck 2016 #art #artist #artistsoninstagram #artgirl #artsy…,3
We were a little too excited about the fake snow #sightsandsounds…,1
Negative calories @ Ruby Slipper Cafe,14
Ticket winner for L L Valentine Comedy Show @user CHINA ENTERTAINMENT INC.…,2
Have never been so proud of someone in my whole entire life. You deserve this and more nugget…,0
"When your gym mates catch you playing Pokemon Go... (@ Metro in Toronto, ON)",2
#Danzitions. Aww I'm gonna miss #TheSoup. There will be no reason to watch E! anymore.,3
"#happyveteransday daddy, grandpa #hero @ Southside, San Antonio, Texas",11
Photo friends @ The Glass Factory,1
Freshman Mugshot #6ix @ Hobart,18
Breaking Ground #DistrictDetroit #LittleCaesars #RedWings #Tigers @user,0
"You can just feel the brother/sister love haha #siblings #brother #bigbrother #hehatesme @ Buffalo,…",13
@user @user @user seen that,2
"HAPPY BIRTHDAY RAE B love being roomies, ilysm @ UConn",0
"#projecthomelessNYC set for Her @ New York, New York",1
I love babysitting this beautiful bundle of joy @ Providence Softball Field,13
Enjoying our last night #lastnight #vacation #beach #love #happy @ San Simeon Beach,13
"Show Love, #shopsmall #smallbusinesssaturday #snapchat #ccssweets @ CC's Sweets &amp; Tweets",0
"@ Naples Beach, FL",8
Title of this piece is either called Bootie LA or LSD And The Search For God Take your pick…,2
"Lunch spot #boston #workflow @ Boston, Massachusetts",12
"I'm not much, but I'm all I have. : @user @ Munising, Michigan",18
"Sippin' on a Daisy Cutter, everything Half Acre.. : thefamouskay @ The Mutiny Chicago",18
: lovable_asshole @ Altana Georgia,18
Just want to say again that I'm so proud of you Jojo can't wait…,0
The calm before the storm atalley8 #wehadnoidea #stolenphone #psychouberdriver @user,2
"Thx for putting up with me #happy2years @ Bethesda, Maryland",0
#auntielife @ Wesley Labor And Delivery,8
Finally finished my #buildingblockskal pattern by @user #yarnismylife @ The…,0
@ Bon Secours Wellness Arena,2
"B E A R S C O K E @ Atlanta, Georgia",0
Lmfao! You have lie-abities,2
nick lachey @ Lachey's Bar,1
The golden hour -- bride &amp; groom formal portrait. @ Port Credit Lakeshore,3
come onnnnn this is screaming photo opppppppppp @ Sleep Train Amphitheatre,4
Best. Weekend. EVER. @ MGM Grand Las Vegas,0
Keeping our eyes on the prize #juniorprom @ Nottingham Park,19
The fire was almost as lit as this friendship @ Middle Of Nowhere,4
"I Seattle @ Seattle, Washington",0
A crazy end with my crazy family love you all #seniorsrunthis…,13
"Although I love the movie Aladdin, I still love my Aladdin more. #relationshipgoals #aladdin…",8
Happy Friday! #lovemykiddos @ Weldon Middle,8
Mixtape dropping soon @ Old Main (Pennsylvania State University),4
Cali was fun with you @ Los Angeles Zoo,9
my snowboarding teacher was such a babe I decided to take a pic with him @ Appalachian Ski…,1
Great Christmas with my brother and uncle @ Walmart Supercenter…,5
"Met this little cutie on set today give her a follow @user @ The Escarpment ""5610 Soto…",1
CANNOT wait to get fine @ Your Father's House,1
Fire #bestfriendwithwifey #hallowween #statueofliberty @ Statue of…,4
Family #weineranddineher @ Wychmere Beach Club,0
"@ Brooklyn, New York",3
"Happy #FlexFriday You don't have to be great to start but, you have to start in order to be…",7
Steak done right ...yup the #grillmaster strikes again and even grilled our potatoes &amp; carrots! …,9
We may be smiling but we mean business. Game day Screagles @user,0
"I'm with my babies! sethgraves12 dodge_girl_2019 @ Chillicothe, Missouri",0
Had a great couple of days staying at my moms ranch #dogfishhead #sunsetinthefoothills…,5
Took the kids out and had just as much fun as them @ Skyzone,15
This babe #LashBabe #makeup #makeupartist #mua #makeupaddict #makeupjunkie #smashbox…,1
"80 degrees, where else would I be? (@ Coney Island Beach &amp; Boardwalk in Brooklyn, NY)",6
For the rest of my days I will serve you Lord . #warcrybabies…,0
1hour-prep-performance #ihateyouiloveyou #sisters #siblings #duo #torontoinsta…,2
There's just something about a son and his mama. @ BASIS Phoenix,0
":liv ps thx for always takin candids of me @ Saratoga Springs, New…",10
Wednesdays at Chick-fil-a @ Chick-fil-A Clermont,0
Working on my mini eclectic Studio wall! Eek in! #wanderlustweddings #weddingphotographer…,0
i ain't ever gonna stop lovin u bishhhhh #assistant #buckethead…,9
#itsmondayagain #favquoteoftheday #letgoandletgod #faith #love #happiness @ LA Fitness,0
we did it gramps (even though we were all very worried I wouldn't)…,3
#grandcanyon #magnificent @ Grand Canyon National Park,0
Emmalyn's 1st birthday cake #niece #emmalynramirez @ Los Alamos…,0
Keepin it at the #APAICS gala. @ Washington Hilton,15
Seventh grade fashion is back in style @ Urban Outfitters,2
2 in 1... It's your purse and your old fashion house phone. #phonepurse #purse #phone @ The…,19
@ Rampage Hockey - AT&amp;T Center,1
"Thank you for such an amazing night #soñadoras , #velasquers , #babes #mexico @ Doral,…",0
We choices! #OTDSport #food #foodporn #foodie #instafood #chefsofinstagram #chefslife #chefs…,0
Well good morning with ur standing ass @ Dunkin Donuts,19
"never want to leave, I luv you NY @ Times Square, New York City",0
"Happy Thanksgiving, loves! I hope you have a wonderful day......#vegan…",0
"Happy Hour at our local (@ Lily Flanagan's in Islip, NY)",5
They were so deep @ University of Memphis,2
Last day of shopping and sightseeing in Boston Wearing @user shoes and @user scarf…,19
"Covering IEP's today @ Monte Vista High School (Spring Valley, California)",16
We all have that one friend... @ Baker St. Pub &amp; Grill- The Woodlands,2
Thank you for having me @user @user shade45 #press #nyc #thick #monday @ SiriusXM,9
"88 days till @user @ Carlsbad, California",16
"Central Post : @user @ Houston, Texas",18
️ @ Corey Beach,12
My favorite typa Saturday! #SquadGoals @ Orlando International Premium Outlets,6
"I just love her @ Chicago, Illinois",3
"Family reunion + the Mr. P (@ Under the Volcano in Houston, TX)",0
Mac Miller last night in Nashville for the Divine Feminine Tour! ( : @user ) @ War Memorial…,10
"Hello ""Hollywood del Sur"" @ City of Atlanta",1
Turns out Fall in Brooklyn is quite the sight #vscocam #vsco @ Eastern Parkway,1
Farewell #osl2016.You were a babe. @ Outside Lands VIP Lounge,0
•*•*•ThankYou Sooooo Much @user For Introducing Me 2 *Meelly*!!!•*•*•This Was The…,0
Just a clip....... #PrinceArceneaux #Justthebeginning #Dorseyhigh #UCSB #SBCC #SDC #China #JBL…,6
bffs since we were 2 @ Newburgh Free Academy,3
One of the funniest ever #davechappelle #lastnight #aladdintheater #stoleaposter @ Aladdin…,2
️ @ Orange Beach Sports Complex,0
I Miami @ Miami Beach South Beach,0
matcha latte with red bean @ Milk Tea Lab,1
First Tiki Disco of the summer with these babes @ The Well,7
"Who's Responsible for this?!!! #Yall Going Straight To Hell!!!! @ Memphis, Tennessee",2
"Well, hello, sexy! @ Lodi, New Jersey",1
@user @user @user buckets I still don't get y u were so mad! embrace yo bumps :-),2
"""@thatdevante: * MOREHEAT * ¥$$ THE TEAM VIDEO DROPPING FRIDAY @ 8pm @user",4
What you get in downtown Roanoke on new years eve @ The Hotel…,2
Pretty sure this is a new Christmas tradition in our house. #allstarwarsallthetime @ Chez…,0
Another month down with the best dancing partner ever #mcm @ Cowboys Red River,8
"About the love I received from a 2 year old while standing in line... (@ Bruster's in Waldorf, MD)",1
Sunday Selfie #HappySunday @ Starlight St James MB Church,0
"Close your eyes, pray to God, and hope for the best. This is the #USA #tophat by @user",18
throwback bc I can't wait to go back to the golden state and those who make it home @user,12
This girl @user with ntatalent @ FD Photo Studio,4
"As much as I love winter, everything is always better during the summer#tbt @ Pensacola, Florida",12
coffees &amp; katies ; what else could you ask for #vsco #vscocam #nashville @ Pinewood Social,7
"Between two teas, Doodles, Advertising, Brothers, Houses, Families and Knee Surgeries …",6
Putting one of my xmas gifts to good use!!! @ Wyndham Tropicana…,2
creds: nclawley83 New Years show yet. just look at the boys Very…,10
#lovemyjob I work with the coolest people and the coolest members....especially when we get…,0
Nimitz #classof2016 #prouduncle @ The Potter's House Event Center,16
Seek the Vibration • #Vibrations2017 • #WeTheCulture • by me @ Renovation Church,18
Last lunch with the family before leaving town. Seriously going to miss these guys. @ Fat Tonys,0
️ @ South Beach Miami,0
My other half @user #behindthescenes #localmusic #codydaniel #thenight @ Raleigh Times Bar,0
Our boy kyle_caterisano showing off his bottle of Black Kiwi Ice! These bottles are SEXY! #usa…,13
Prom 2016 @ Yankee Trace Golf Club,0
"Posting this again because it's my mood recently | by casiewndl @ Laguna Beach, California",10
"Because this weekend was #CUT #rtr @ Tuscaloosa, Alabama",0
"minus the swelling, I love it. #industrial @ Tatu St Matthews",1
Babysitting duties @ Signal Hill - Hilltop Park,3
"Tuesday funday with the one and only cccamry thanks for having us out, we will be back…",0
Welcome to Georgia @ Crossing Florida/Georgia State Line,3
"8 hours later, at the #tattoo shop... #mermaid #tattoos #cookies #beach #cookiefavors…",0
Shaheen love #1950s #vintage #shaheen #alfredshaheen #hawaiian @ Simply Vintage Boutique,0
@user @ Woodtv8,13
Con mi tierno #Joshua @ Greenbrier State Park,9
"Two birds, one stone #NationaliceCreamDay #WorldEmojiDay…",1
"had a fun weekend at supercross with my #mcm, I love youu @ Lucas Oil Stadium",0
"This is nothing out of the ordinary @user @ Fargo, North Dakota",2
"#tbt to our moments with #Rogelio hehe @ Times Square, New York City",5
"Last Thursday...My city as background!! @ New York, New York",5
Spring is here and I couldn't be happier! @ Rust Manor House,3
I am really stoked for the premiere of @user Dragon Ball Super tonight! Photo :…,10
Woot woot Congratulations LeAndra !!!!!!!! @ Shottenstein Center,2
"photo creds\\\ free_jahnel #vscocam #kick #snare #happyPlace @ Huntsville, Alabama",18
#EmptyBowls2016 for a great cause! @ PA MUG CO,13
samford was lit. literally #bless #merrychristmas #reasonfortheseason @ The Quad @ Samford…,17
"Tennessee is absolutely gorgeous @ Jasper, Tennessee",0
"Newbie @ US Post Office, Fort Point Station, Boston",5
"Hey #Orlando, Christmas came early this year! Spaces are still left for #TheWeeksBros Annual…",17
"@ Queens, New York",15
Big thanks to @user for an amazing morning! God bless and see you all soon! ara_la…,15
I love you and I fucking loved your show! Great job mamas on todays concert. #AprovechameTour #Reno…,0
Party on the #pietio #patioliving #homemadepie #apple #backyardigans #mestapark #okc #yum @ MVP…,1
"my first experience of NYC was the best @ New York, New York",1
My beginners strength and conditioning group hard at work! And Making pretty shapes! Here…,16
Had to stop and say thanks.... Foe talk with the Dr. #JamesNaisith : @user @ The…,10
"One of my favorite clients, not only because her hair is beautiful …",14
"Can't wait to make my dream a reality @ National Weather Center, University of Oklahoma",0
We love ice cream and our wings @ Joe Lewis Red Wings,0
Get your paws up having fun at rainforest cafe madisibley @user @user,2
Im SELF MADE LUCKY to have a sis as great as this …,6
People make me laugh young,2
Up to the lake for the 4th July celebrations #lake #lakearrowhead #4thofjuly #summervaycay…,11
"You said Jan 15 you would workout, well guess what? It's not to late before Jan 16",5
Thank you OC &amp; @user #NeverLeftTour #OrangeCounty : @user @ The Wayfarer,10
"Keeping it one hunnit.#suyeartwo#wefromtheyay#wellyoufromtaiwantoo : 12.11.15 @ Redding,…",10
Christmas lights @ President Dwight D. Eisenhower Veterans Monument,17
"️ @ Carpinteria, California",12
Kabbalah Shabbat side effect. Those moment full of happiness @user #cousins…,2
Model for a day with #model m_dreamcatcher and #photographer @user #MFAD #modelforaday…,8
Capturing the love is my favorite #engagement #love #couples #photography…,0
Me doing eyebrows! #browtint #browwax #browmoney #browextensions #eyebrowtint…,0
....I'm cute but FREEZING @ Cramton Bowl,19
Spent the day shopping for the loved ones! Got some great gifts and even ideas for MORE. We might…,5
"Cumin lamb at the new Lao Sze Chuan in Glendale. So good, I may cut my…",1
"lunchtime, I love American food @ Wahlburgers Lynnfield",5
Take me back to summer with my dysfunctional friends @ Brick town Nj,19
"Even on bad weather days, San Francisco is still a beauty. #pier39 #sanfrancisco #california…",1
"We've been BESTIES since middle school and I will miss you everyday! Love you, CJ! @user",0
Always so sad to leave Maine. Thanks for a great trip merrgriff @user,13
"Last round of ""Back to Sleep"" Remix TODAY drdancestudio at 5p!! @ Debbie Reynolds Studio",19
Almost ready!!! #thepilotandtheprincess #dumbuyamitchelllove #Cincinnati @ 21c Museum Hotel,1
"Testing our outdoor cinema (excuse the poor lighting from the flash) @ Jefferson, Ohio",2
"6th streetin it uppppp!! #firsttime #notthelast @ 6th Street,…",6
Spent way too much money shopping today but it was all worth it @ Roja Mexican Grill,0
"My two favorite things in one picture, a sunset and my beautiful girlfriend! #girlfriend…",3
@user @user he loved me! thats why he always called me into the pen,2
HOW I LIKE MY DAYS TO START #living #life #lit #vibes #cnasty #deepcreek #Lakeview #winning…,15
LOL my winking-game is weak #calvinharris #mylove @ Fairfax Ave,2
@user people change &amp; we start seeing the real them,15
Gabbi girl and I rockin our Wonder Woman swag in honor of April today:) Gabbi girl had…,13
happy sweet sixteenth to my one and only bestfriend I'll always be…,5
L BRIDAL UNDER CONSTRUCTION stay tuned for the final product.... Hint we will be providing our…,5
Little honky tonk bar in Nashville @ Tootsie's World Famous Orchid Lounge,5
Materwe can't meet them in Tokyo Disney. I'm impressed. @ Disney California Adventure Park,0
AWESOME @user #CountryRun2016 this AM! #thankyou #cantwait4nextyr,16
Thank you for visiting me! I'm glad we survived this crazy weekend in Georgia and Alabama @user,0
#tbt #thelastsunrisetour St Pete. @user @ The Local 662,13
Feels like falling! Scary but what the heck. @ Willis Tower,6
What more can be said #Murcia @ Patriot (Worlds of Fun),11
"Nice to meet you, Chicago @ Chicago, Illinois",8
SHES REALLY HERE...... @user #myTITY #iMISSEDyou #goodTIMES #MEMORIES #MYnigga…,1
#naillacquer #smithandcult #richardandco901 @ Richard &amp; Co Salon,0
"BIG NEWS .We're excited to announce that our first Reading Plan ""Women on a Mission"" is now…",7
we charleston @ College of Charleston,0
2AM @ McDonald's at 3147 S 14Th St,3
"""@SingingVidz: When you're in mid song and your balls just drop boo boo",2
The hike was very much worth it @ Eagle Mountain High Point of Mn,1
Always got to get a picture with this one #lovemysarb @ Las Vegas…,0
puppies on a Friday = lots of tears of happiness! @ Emory Group,0
#triller I'm on fire #shyglizzy #boss2017 #jdub2k17 #cmb @ City of Kendallville,4
Breakfast of Champions with my boo!! #BoxOfBacon @ Whole Foods…,1
Anything for that Insta pic. #Instagram #brothers #crazy #silly #anythingforinstagram #extreme…,2
Easy livin @ White Sands Ocean Front Resort,12
"Foreshadow for kicking myself because Jojo may had one too many drinks last night? JK, but in…",2
Like I've never been,6
the best is when Adam comes to town @ Olivet Nazarene University,3
Beautiful day @ Stony Brook State Park,13
Merry Christmas ya filthy animals @ Lakes of Coppell,17
Today's #deskview with a few new additions! @ Estée Lauder Companies,1
"#WCW to this little goober @user @ Boston, Massachusetts",9
Things are not always what they seem... #AlbumCoverShoot for @user | : @user |…,18
Happy Sunday! @ Grace Covenant Church,0
Bonfire built the Nelson way @user @ Logan Martin Lake,4
Once again the Angel returns to Christmas Town -Busch Gardens. #buschgardens…,17
Just you &amp; me by the big blue sea @ Walnut Beach Boardwalk,8
Beach Reflections @ Port Hueneme Beach,6
"But now I know, I'm better sleeping on my own #loveyourself #bieberfever #nofilter #goodnight …",9
WoMEN In Black II @ University of Louisville,9
Happy birthday Hannah banana wish I could be home celebrating with…,9
Remembering @user I can't wait to see you again one day soon!! I know your having fun…,0
Just me and my boy. #lovethiskid #tinydinnerdate #theboy #wemakeourownfunwhendadasatbookclub…,8
Congrats to Kristina and Marvin on their engagement! I couldn't be happier for the two of you…,0
Last day at RA and 18th birthday? Yes I think so @ Riverfield Academy,1
": oateswu @ Kingman, Arizona",10
"FUSE SERIES: Maddie O'Brien (#2) For inquiries, DM or Email me:…",18
After show gathering with some of the #BABJR cast last Sunday Thanks for a great experience…,2
Had a great time with my date last night #homecoming #skol @ Cascade Junior-Senior High School,14
We are practically dating ily babe @ Atria Luxury Apartments -…,3
"I have missed this place! Great food, great service. (@ El Bronco in Warner Robins, GA)",0
13 #40ozbounce #MoneySideCam @ House of Blues New Orleans,15
INY. #home #Brooklyn #subway #nyc #newyorkcity @ Greenpoint Historic District,0
Go Out And Vote!!!! ...#vote #yes #prop205 @ AArch Club,11
808 put yo hands up ! Killing it Girl !#NiceShoes! # HappyFeet #Thanks Amy !,17
Too Much. September / / Stacks 2. @user …,4
Be safe on your trip to Romania Nikolai @ HunkOMania Male Strip Club NYC,0
With my mentor and good friend @user #Megaton2015 #DjJu5tin #alexsensation #MSG @ Madison…,4
"Get one that can do both #chess @ Central Rosewood, Columbia",1
She rarely wants to snuggle in my chair with me these days. Also not fond of getting her…,3
Swear there's a smile somewhere behind that squint: 4501ft @ Mount Garfield,5
Fun day at the fair with these lovely gals (missing Anna) @user,0
i highly recommend brick &amp; bagel and deli #miami #seeyounextfall…,0
A swoon-worthy image from a swoon worthy senior maria_gina13! Can't wait for you to see your images…,9
"Visiting my lovely grandma @ Vacaville, California",1
"CANNIBAL OX: ""Psalm 82"" Written And Produced realcannibalox @user &amp; @user We…",4
"Happy birthday to our very own @user he's 27 today, send him some love @ Black Rock…",9
@user getting rowdy in Michigan 12.14.16 | : phierce_photo_by_keith_g #Dopapod #L4LM…,18
When u're SINGLE again and back in the MARKET @ Twin Cities Dinner Date,2
#fishyfaces to go see #findingdory! Staring PRIDE off right: with a lesbian fish. …,14
Merry Christmas This little tripod crashed in her cousin's bed after hours of playing and…,17
She's mine @ Walser Experienced Autos,0
Buahahaha could you #imagine ? That must have been #wild . #crazy #thoughts #random #stuff at…,2
Smiling hard cause I thought they ran out of stickers!! #vote #vote2016 #election2016 #detroit…,11
happy holidays from your local Nixon loving crew @ Richard Nixon…,3
"feelin loved, thanks for showing me around NYC seeya guys soon @ Hell's Kitchen, Manhattan",5
A new video will be coming out next week! Here's a hint #toothsomechocolateemporium…,14
#tbt Swimming at the #ymca #myboys #babylane #littlelovey #barteltbigkids @ YMCA of Cass and…,0
Excited for this season with these girls. @ Windmill Park,13
#madisonsquaregarden #radiohead @ Madison Square Garden,0
"Bringing in the new year with my best friend @ New York, New York",3
"#mcm #mancrushmonday #iloveyou #myhubby #my @ Fort Mill, South…",0
Hey @user your avi slays,4
God's not thru with me yet... #blackwoman #underconstruction #retreat #selfwork #beconfident @user,15
Throw back to Senior grad trip Disney parks will donate $5 to Make A Wish Foundation for…,0
Pure fire!!! @ Middlesex Lounge,4
My #mcm is @user for making kellyandmichael the funniest hour of tv today.... …,2
Hoes know to talk behind my back cause I'm only spitting on you fake ass hoes,15
Forever @ South Beach Miami,13
just a little Cali humor!! #lovecalifornia #california #californiaadventure #lovetherain…,2
"One of the newer Kryptek patterns, Raid, set up for a FNH FNX9/40 #courageholsters…",11
Pasando el cumple en miami @ Miami Sunny Isle Beach,6
We look good with our hat on don't hate @user @ Express,6
"#dwtimewithfriends Best times with my friends @ Toronto, Ontario",9
This weekend is full of two awesome 8 am morning fit camps ! Wake up powerfully tomorrow…,4
Day well spent with the people I cherish and love the most! Merry Christmas &amp; Happy Holidays…,0
I leave drawings for my dad to let him know I slid thru the crib. This was today's time lapse …,7
Tour day around North Miami. Miami Art District @ Wynwood Walls,0
"Just took a tequila shot and feeling warm and cozy @ New York, New York",6
"love u ma #happythanksgiving @ New Orleans, Louisiana",9
My workstation this evening @ Robert H. Keller Park,16
I have the best dancing partner in the world. @user I feel so lucky #dwts @ Los…,19
Fire alarm at the college today #fire #alarm #firefighter #fire #fireman #firealarm #firetruck…,4
I love you. @ High Fest,3
When you tell your 14 year old self this just happened @user #thisjusthappened #50cent…,2
#Repost @user ・・・ Droppin' All Fire TONIGHT at @user for #SilentDisco #RavetheRoof…,4
@user @ 24 Hour Fitness - Englewood Cliffs Super Sport,15
Some of my best friends are my best fans Thanks to everyone who has supported my race program!…,14
Appreciation post because I love my sisters #ΑΞΔ #greeklife @ Embry-Riddle Aeronautical University…,3
When you know you right and you know your business @ Motown…,15
Those shoes are poppin' girl!!! At meet and greet with @user WE MADE IT TO HOUSTON…,4
"Honey, I'm home... Oops! Wrong movie. This is real life and there's no honey waiting... lol! @user",2
Set up speakers / sound in our new I-45 meeting space last night. I felt like a real grown up …,14
A little Tuesday #ShoePorn for you It's f***in cold but #TheErrandGirls stick to our style. We…,19
He's got that real good feel good stuff @user @ Royal…,14
Best night I've had in awhile with some pretty cool people #killthelightstour @ BB&amp;T Pavilion,6
Some of my biggest fans in one pic @ Dacotah Field,0
Oh my deer Dasher and Dancer showed up at school today @ Oldham…,17
L I N K E DU P by nature!! Great seeing people you know at…,0
"@user OH MY, YOU ARE SO CUTE MY LIL BABY",1
Some people are worth listening to country music ...still hate it tho @ Rascal Flatts With…,16
Lunch in December. I love #palmbeach tidelineresort kimpton @user #mrsflorida…,0
"#nomadnannyeastcoasting @ Boston, Massachusetts",11
Had such a great day with my family @ Yacht Basin Marina,1
"#tbt throwback to when it was warmer, we were tanner, and we took random trips …",3
#tbt when I spent the whole summer of 2014 at the beach # #minneapolis #pointbeach #cedarlake…,12
Pro cheer babe @ Disney's ESPN Wide World of Sports Complex,0
"#truth keep it @ 24 Hour Fitness - Overland Park, KS",15
"(@ Solomon R. @user Museum in New York, NY)",1
I LA. @ USC Building,8
Christmastime in the city is my favorite. @ Millenium Park,17
Be positive @ Lincoln Green-Philadelphia,16
He's so cuteee #pluto @ Epcot - Walt Disney World,9
Young Life Lovelies @ Chillicothe High School,0
@user @ Centennial Park,18
Filmed a 60 seconds in the park @user with @user while in Nebraska @user,4
Tasting ice wines @ first stop. Pace is important today #BLT15 #NiagaraFalls @ Inniskillin Winery…,2
Because my ruck needed more flair. @ DerpyCon,2
"I would die 4 U #therealest #DontBeAAlex @ University Of Arizona, Tucson",13
"Yes, I call Galina ""my Bubie"" Go follow my beautiful friend gali_666 @ Bub City",2
"the semester may be over, but our story is just beginning @ Western Kentucky University",0
Christmas parties with my fave are the best kind of parties @ San…,17
After listening to it twice...you were right @user though I'm not ready call you a…,4
"another post for bae bc ilusm @ Hamlin, New York",13
"Dad in the hospital today on Christmas, but he is still in good spirits. #WeGoneBeAlright #MTB…",15
Showtime! #mehndi #indianwedding #dayone #jatina @ Irvine Marriott,4
"Keep it baby @ Buckhead, Georgia",15
He's my Route 66#happyjesshatchett #dylanbobylan #soulmates #amor #kiddo #happiness #austin…,0
Countdown to Thanksgiving @ Cantigny Golf,19
Called that one l,2
Motel sunrises . And the journey continues.... #wtjs @ Coral Motel,6
Adventures with my cousin are always fun! : @user @ Zoar Valley,10
"I need your attention, put your body on me. You the one I'm missin', all eyes on me @ Noches…",3
Through a lens PC: beth_resch #onlyinMN #CaptureMN #CaptureMinnesota @ Tettegouche State Park,10
"Was wearing this shirt today and this 90 year old stopped me to say, ""You can save my life!"" …",2
tylamonstaa fuckin my video up @ Suite 302,2
The beautiful @user and I #makemeghanaregan…,3
"""@SarcasmTxts: One of the best texts to receive unless its Gold Digger by Kanye",2
Getting ready to enjoy Nashville with some great friends. @ Downtown Nashville,3
#Gamechanger finished Dr.Gary Chapman #the5lovelanguages singles edition . An AMAZING read on…,4
True happiness is inside... supailove looks scared #christmasiscoming #myfavoritetimeofyear…,2
"happy #nationalhugday (yes, of course it's a Disney picture) @ Disney's Magic Kingdom",8
#ivoted but our city doesn't give out stickers. Boooooooooooooooo @ Brockton,11
My #dad is the #best #loveshim #alwaysgotsourback Dinner at #hometown with our little #family…,15
"#ShootHimMyDigits @ Houston, Texas",14
Don't let me down will forever be one of my favorite,8
Fun at Scheels last night!! @user @ Scheel's Sporting Goods,9
Had a awesome and fun senior trip and the best part I'd say was Hooters @ Hooters Mall of America,2
Best of luck to all these knuckleheads! Good times #HSBBTryouts @ Legends Baseball Club,5
"Reunited with my habibi (@ Lynbrook, NY in Lynbrook, NY)",0
Date Day with @user #OolaFun #oolafamily @ Urban Lodge Brewery &amp; Restaurant,1
Afternoon crowd taking in the sun. Not shstong with smyone @ Joe's Creekside Cafe,6
#rallytogether @ Tradewinds Lounge,0
Gm. Always believe in yourself because not too many people will. #Truth @ United States,15
"Robbie loves the church nursery! He was ""fixin' sumpthin."" Haha! I love his imagination! @user",0
Gm everyone Hagd @ Coney Island Beach Brooklyn N.Y.,5
Throwback selfie (photo credits to @user ) #Denis #Bobby…,11
@user killed it tonight at #fridurdaysketchlive! So proud @ The Social Capital Theatre,1
My twins are such lovers. Sweet cousins. desarayeurbanovsky @ Chuck E. Cheese’s,0
Congratulations to everybody who got promoted! #tangsoo by Amy Marden #606karate @ Fitzgerald's…,10
see you real soon @ St Johns University,0
LMFAO #bodybuilding #npcbikinicompetitor #npcbikini #fitness #abs #sadikhadzovic #breadisbad…,2
But these are my roots and this is what I love @user @ Kinnick Stadium,0
Found out today I'm starting to be known for this... haha #lauriekeenphotography…,2
Thank you for everything &amp; making me not stay inside like a bum.…,0
somewhere on a beach @ Gulf of Mexico - Panama City Beach,12
Big shout out to the Sun. Last night was lit! You were literally yesterday. Chill with that…,4
USA babyy @ Metea Valley High School,11
Much needed.... #SpringBreak #GetAway #TheyLoveIt #FamilyTime #BestInTheWorld #iRubbedTattsOff …,2
#iny #centralpark @ Central Park in NYC,0
WE LIT @user @user #jizzlemadenightlyf3ent @user #happythanksgiving #otf…,4
When you and your dad are on the RU newsletter #ru @ Radford University,2
"""#1 for buns"" and ""home of the best egg tarts"" #feedmyphoneinstameet @ Lucullus Bakery",2
Smoking a blunt by the fire with Chris,3
• • Thank you to everyone who made me feel important and loved at Penned Con. It was…,3
"My lil cousins!!! They ready!! #merrychristmas @ Gladstone, Missouri",2
"The famous crew! @ Famous Dave's Bar-B-Que - San Tan, AZ",0
Visiting my grandpa.,0
@user @user Mari the body,1
#makeamericagreatagain Uncle Sam @ U.S. Cellular Center,11
#MahGirlz #bff4life #BFF4Life #LoveTheseTwo #NeedMoreOfTheseNights @ The John F. Kennedy…,0
"Just a sunbum bummin in the sun @ Beach in Ocean City, Md",12
And all that jazz!! #broadway #familytime #fosse @ Chicago the…,5
